title,media,date,datetime,desc,link,img,sumber
"Anak Muda Hingga UMKM Sulit Dapat Akses Keuangan, Sri Mulyani Ungkap Hal Ini",Detik Finance,bulan lalu,,"Selama ini kaum muda menjadi salah satu pihak yang sulit sekali mengakses 
layanan keuangan. Hal itu juga disoroti Menteri Keuangan Sri Mulyani 
Indrawati.",https://finance.detik.com/berita-ekonomi-bisnis/d-6074164/anak-muda-hingga-umkm-sulit-dapat-akses-keuangan-sri-mulyani-ungkap-hal-ini,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Memprioritaskan Pembiayaan UMKM,detikNews,8 Apr 2022,,"Pandemi Covid-19 semakin memperlihatkan masih rapuhnya ekonomi kita, 
khususnya UMKM. Kajian Otoritas Jasa Keuangan bersama BCG (2020) 
menunjukkan kemudahan...",https://news.detik.com/kolom/d-6038179/memprioritaskan-pembiayaan-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Kemenkop UKM Bidik Pengadaan K/L 90% dari UMKM,Detik Finance,6 Mar 2022,,"Kementerian Koperasi dan UKM (Kemenkop UKM) menargetkan koperasi dan UMKM 
dapat mencapai peningkatan alokasi pengadaan barang/jasa pemerintah hingga 
90%.",https://finance.detik.com/berita-ekonomi-bisnis/d-5985528/kemenkop-ukm-bidik-pengadaan-kl-90-dari-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Komisi VIII DPR Sebut Logo Halal Ditarik Negara agar Transparan,detikNews,6 Mar 2022,,"Wakil Ketua Komisi VIII DPR RI Ace Hasan Syadzily mengatakan penarikan 
penerbitan logo halal dari MUI ke Kemenag dilakukan agar tarifnya lebih 
transparan.",https://news.detik.com/berita/d-5986204/komisi-viii-dpr-sebut-logo-halal-ditarik-negara-agar-transparan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Omnibus Law: Pengertian, Tujuan, dan Manfaatnya",detikFinance,Mar 2022,,"Omnibus Law adalah sebuah sebutan. Pengertian omnibus law adalah model 
undang-undang yang didalamnya terdiri dari banyak muatan.",https://finance.detik.com/berita-ekonomi-bisnis/d-5971850/omnibus-law-pengertian-tujuan-dan-manfaatnya,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Pembinaan Komunitas Hukum Diharap Mampu Atasi Masalah Ketenagakerjaan,detikNews,4 Feb 2022,,"Sekjen Kementerian Ketenagakerjaan, Anwar Sanusi menghadiri Pertemuan 
Pembinaan Komunitas Hukum Kementerian Ketenagakerjaan Tahun 2022 secara 
virtual,",https://news.detik.com/berita/d-5957799/pembinaan-komunitas-hukum-diharap-mampu-atasi-masalah-ketenagakerjaan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Simak! UMKM Dapat 'Karpet Merah' Gelar Lapak di Rest Area-Bandara,detikFinance,2 Des 2021,,"Usaha mikro, kecil, dan menengah (UMKM) mendapat sejumlah kemudahan seperti 
diatur dalam Undang-undang Cipta Kerja.",https://finance.detik.com/berita-ekonomi-bisnis/d-5865695/simak-umkm-dapat-karpet-merah-gelar-lapak-di-rest-area-bandara,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Pemerintah Utak-atik Kebijakan Pajak Selama Pandemi, Apa Dampaknya?",detikFinance,20 Des 2021,,"Pemerintah beberapa kali melakukan perubahan kebijakan termasuk di bidang 
perpajakan sepanjang pandemi. Keputusan ini tentu akan menimbulkan akibat.",https://finance.detik.com/berita-ekonomi-bisnis/d-5863362/pemerintah-utak-atik-kebijakan-pajak-selama-pandemi-apa-dampaknya,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Melalui UU Ciptaker, Kemnaker Perluas Program Bantuan UMKM di Daerah",detikFinance,6 Des 2021,,"Menaker Ida menjelaskan bantuan tersebut diberikan kepada kelompok 
perempuan agar mereka membantu perekonomian keluarga serta masyarakat di 
daerahnya.",https://finance.detik.com/berita-ekonomi-bisnis/d-5857244/melalui-uu-ciptaker-kemnaker-perluas-program-bantuan-umkmdi-daerah,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
UU Ciptaker Dinilai Perkuat Pemberdayaan Petani demi Ketahanan Pangan,detikFinance,6 Des 2021,,"Sebagai negara dengan jumlah penduduk yang besar, Indonesia tentunya 
menghadapi tantangan yang sangat kompleks dalam memenuhi kebutuhan 
pangannya.",https://finance.detik.com/berita-ekonomi-bisnis/d-5858643/uu-ciptaker-dinilai-perkuat-pemberdayaan-petani-demi-ketahanan-pangan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
BKPM: 430 Ribu Pelaku UMK Kantongi Izin Usaha Lewat Aplikasi OSS,detikNews,3 Des 2021,,"Sebanyak 430 pelaku usaha mikro dan kecil (UMK) di Indonesia telah 
mendapatkan Nomor Induk Berusaha (NIB) lewat aplikasi Online Single 
Submission (OSS)",https://news.detik.com/berita-jawa-barat/d-5853379/bkpm-430-ribu-pelaku-umk-kantongi-izin-usaha-lewat-aplikasi-oss,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Airlangga Beberkan Manfaat UU Ciptaker ke Digitalisasi UMKM,detikFinance,Des 2021,,"Dalam rangka memulihkan ekonomi akibat pandemi COVID-19, UMKM didorong 
untuk melakukan digitalisasi bisnis. Harapannya, UMKM dapat bersaing dan 
meningkatkan...",https://finance.detik.com/berita-ekonomi-bisnis/d-5845084/airlangga-beberkan-manfaat-uu-ciptaker-ke-digitalisasi-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
UU Ciptaker Beri Payung Hukum Pelaksanaan BUMDes,Detik Finance,Des 2021,,"Menteri Desa, Pembangunan Daerah Tertinggal dan Transmigrasi, Abdul Halim 
Iskandar menyatakan Undang-Undang Cipta Kerja menegaskan kedudukan BUMDes 
sebagai...",https://finance.detik.com/berita-ekonomi-bisnis/d-5845168/uu-ciptaker-beri-payung-hukum-pelaksanaan-bumdes,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Airlangga Tegaskan Aturan Pengupahan di UU Cipta Kerja Tetap Berlaku,Detik Finance,9 Nov 2021,,"Menko Perekonomian Airlangga Hartarto menegaskan pemerintah pun akan tetap 
menerapkan UU Cipta Kerja di seluruh sektor. Baik implementasi di pusat 
dan...",https://finance.detik.com/berita-ekonomi-bisnis/d-5831941/airlangga-tegaskan-aturan-pengupahan-di-uu-cipta-kerja-tetap-berlaku,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Bagaimana UU Cipta Kerja Bisa Percepat Digitalisasi Ekonomi?,detikFinance,5 Nov 2021,,"Dengan UU Cipta Kerja dan peraturan turunannya diharapkan dapat mempercepat 
transformasi digital di Indonesia. Bagaimana caranya?",https://finance.detik.com/berita-ekonomi-bisnis/d-5812365/bagaimana-uu-cipta-kerja-bisa-percepat-digitalisasi-ekonomi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"UMKM Terpukul Dampak Pandemi, Apa Langkah Pemerintah?",detikFinance,Nov 2021,,"Usaha Mikro Kecil dan Menengah (UMKM) masih mengalami dampak penurunan 
ekonomi akibat pandemi COVID-19. Pemerintah juga menjalankan upaya untuk 
melindungi...",https://finance.detik.com/berita-ekonomi-bisnis/d-5800575/umkm-terpukul-dampak-pandemi-apa-langkah-pemerintah,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Babak Baru Kerja Sama RI-UEA, Peluang UMKM Diperluas ke Pasar Global",Detik Finance,Sep 2021,,"Menteri Perdagangan RI Muhammad Lutfi kerja sama itu menjadi jembatan bagi 
semua sektor bisnis bisa mendunia, salah satunya bagi UMKM.",https://finance.detik.com/berita-ekonomi-bisnis/d-5707572/babak-baru-kerja-sama-ri-uea-peluang-umkm-diperluas-ke-pasar-global,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Perizinan Usaha Rumit dan Lama Disebut Jadi Tantangan bagi UMKM,detikFinance,1 Agu 2021,,"Menteri Koperasi dan UKM Teten Masduki menegaskan pentingnya pencegahan 
korupsi di sektor usaha khususnya Usaha Mikro Kecil dan Menengah (UMKM) 
sebagai...",https://finance.detik.com/berita-ekonomi-bisnis/d-5703810/perizinan-usaha-rumit-dan-lama-disebut-jadi-tantangan-bagi-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Mendes Dukung Gagasan Desa Wedani di Gresik Jadi Desa Devisa,detikNews,6 Jun 2021,,"Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi (Mendes PDTT) 
Abdul Halim Iskandar menyambangi Desa Wedani, Kecamatan Cerme, Kabupaten 
Gresik,...",https://news.detik.com/berita/d-5621061/mendes-dukung-gagasan-desa-wedani-di-gresik-jadi-desa-devisa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Buka Akses Pasar & Digitalisasi UMKM, Kemenkop Gaet Perusahaan Besar",detikFinance,3 Jun 2021,,"Kemenkop UKM mengupayakan agar produk UMKM dapat masuk ke rantai pasok dari 
perusahaan-perusahaan besar.",https://finance.detik.com/berita-ekonomi-bisnis/d-5616961/buka-akses-pasar--digitalisasi-umkm-kemenkop-gaet-perusahaan-besar,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"UKM Makin Gampang Ikut Tender Proyek Pemerintah, Ini Aturannya",Detik Finance,1 Jun 2021,,"Usaha kecil dan menengah (UKM) makin mudah untuk bisa ikut tender jasa 
konstruksi. Syarat-syaratnya diatur di dalam Peraturan LKPP Nomor 12 Tahun 
2021.",https://finance.detik.com/infrastruktur/d-5614450/ukm-makin-gampang-ikut-tender-proyek-pemerintah-ini-aturannya,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Tinjau Penguatan UMKM di Yogyakarta, Airlangga: Butuh Kerja Sama",Detik Finance,20 Jun 2021,,"Menteri Koordinator Bidang Perekonomian, Airlangga Hartarto menghadiri 
acara 'Penguatan UMKM Ciptakan Stabilitas Ekonomi di Jawa Tengah dan Daerah 
Istimewa...",https://finance.detik.com/berita-ekonomi-bisnis/d-5612958/tinjau-penguatan-umkm-di-yogyakarta-airlangga-butuh-kerja-sama,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
4 Pembelaan Pemerintah soal Omnibus Law Cipta Kerja yang Digugat ke MK,detikFinance,7 Jun 2021,,"Pemerintah menjawab gugatan terhadap Uji Formil UU Cipta Kerja, jawaban ini 
diungkapkan dalam sidang Mahkamah Konstitusi yang dilakukan hari ini.",https://finance.detik.com/berita-ekonomi-bisnis/d-5609453/4-pembelaan-pemerintah-soal-omnibus-law-cipta-kerja-yang-digugat-ke-mk,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Pendapatan Orang RI Jadi Rp 27 Juta/Bulan di 2045 Berkat UU Cipta Kerja,detikFinance,7 Jun 2021,,"Menko Perekonomian Airlangga Hartarto mengatakan UU Cipta Kerja mampu 
mendorong perekonomian Indonesia ke arah lebih baik.",https://finance.detik.com/berita-ekonomi-bisnis/d-5609969/pendapatan-orang-ri-jadi-rp-27-jutabulan-di-2045-berkat-uu-cipta-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Jaga Sektor Pertanian & Perikanan, Pemerintah Siapkan 5 Stimulus",detikFinance,Jun 2021,,"Sektor pertanian menjadi satu-satunya sektor yang masih mengalami laju 
pertumbuhan positif di masa pandemi.",https://finance.detik.com/berita-ekonomi-bisnis/d-5592338/jaga-sektor-pertanian--perikanan-pemerintah-siapkan-5-stimulus,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Menkop UKM Gandeng Ikatan Alumni Unibraw Bangun UMKM Masa Depan,detikFinance,Jun 2021,,"Kerja sama ini diwujudkan melalui penandatanganan Nota Kesepahaman antara 
Kementerian Koperasi dan UKM dengan Unibraw di Jakarta,",https://finance.detik.com/berita-ekonomi-bisnis/d-5592356/menkop-ukm-gandeng-ikatan-alumni-unibraw-bangun-umkm-masa-depan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Pemerintah Dorong Digitalisasi, Targetkan 30 Juta UMKM Go Digital",detikFinance,8 Apr 2021,,"Menteri Koordinator Perekonomian Airlangga Hartarto menyebutkan UMKM 
digital merupakan kunci pemulihan ekonomi nasional.",https://finance.detik.com/berita-ekonomi-bisnis/d-5549886/pemerintah-dorong-digitalisasi-targetkan-30-juta-umkm-go-digital,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Rektor UNS Sebut UU Cipta Kerja Bisa Percepat Hilirisasi Riset,detikNews,30 Mar 2021,,"Dalam konteks riset dan inovasi, setidaknya ada 2 manfaat yang diperoleh 
sebagai wujud implementasi UU Cipta Kerja yang juga dapat mendorong laju 
ekonomi.",https://news.detik.com/berita/d-5513354/rektor-uns-sebut-uu-cipta-kerja-bisa-percepat-hilirisasi-riset,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Perlindungan UMK Pasca UU Cipta Kerja,detikNews,Mar 2021,,"Sejumlah kemudahan untuk Usaha Mikro dan Kecil telah diatur dalam UU Nomor 
11 Tahun 2020 tentang Cipta Kerja yang diundangkan pada 2 November 2020 
yang...",https://news.detik.com/kolom/d-5480071/perlindungan-umk-pasca-uu-cipta-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Investor Makin Dimanjakan, Bisnis 'Terlarang' Dipangkas Tinggal 6",detikFinance,4 Feb 2021,,"Sebelumnya ada 20 bidang usaha yang masuk ke dalam daftar negatif investasi 
(DNI). Pada Perpres 10/2021, jumlahnya dipangkas tinggal 6.",https://finance.detik.com/berita-ekonomi-bisnis/d-5435861/investor-makin-dimanjakan-bisnis-terlarang-dipangkas-tinggal-6,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Ini Daftar 45 PP dan 4 Perpres Turunan UU Cipta Kerja,detikNews,1 Feb 2021,,"Pemerintah menerbitkan 49 aturan pelaksana dari Undang-Undang Cipta Kerja 
Nomor 11 Tahun 2020. Ini daftarnya.",https://news.detik.com/berita/d-5396256/ini-daftar-45-pp-dan-4-perpres-turunan-uu-cipta-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Mau Disahkan, Kemenkop UKM Sebut RPP Ciptaker Mudahkan Pelaku Usaha",detikNews,Feb 2021,,"Penyusunan RPP sejak Oktober 2020 silam, dengan turut melibatkan pihak 
terkait, seperti kementerian/lembaga, pemerintah daerah, asosiasi hingga 
pelaku UMKM.",https://news.detik.com/berita/d-5360362/mau-disahkan-kemenkop-ukm-sebut-rpp-ciptaker-mudahkan-pelaku-usaha,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Koperasi Modern dan UMKM Wajib Naik Kelas,detikFinance,3 Des 2020,,"Potensi ekonomi digital indonesia di 2025 mencapai US$ 124 miliar dengan 
potensi terbesar di e-commerce. Sejak pandemi ada 37% pengguna jasa 
internet baru.",https://finance.detik.com/berita-ekonomi-bisnis/d-5306357/koperasi-modern-dan-umkm-wajib-naik-kelas,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Omnibus Law Cipta Kerja Dibahas di Sidang Majelis WTO,detikFinance,7 Des 2020,,"Undang-undang Cipta Kerja yang telah disahkan di-review oleh Organisasi 
Perdagangan Dunia atau Wold Trade Organization (WTO).",https://finance.detik.com/berita-ekonomi-bisnis/d-5299313/omnibus-law-cipta-kerja-dibahas-di-sidang-majelis-wto,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Catat! Pemerintah Janji Buka 2,8 Juta Lapangan Kerja",Detik Finance,2 Des 2020,,"Pandemi Corona telah membuat banyak masyarakat kehilangan pekerjaan. 
Sekretaris Eksekutif I Komite Penanganan COVID-19 dan Pemulihan Ekonomi 
Nasional...",https://finance.detik.com/berita-ekonomi-bisnis/d-5292827/catat-pemerintah-janji-buka-28-juta-lapangan-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Kemnaker Serahkan Anugerah Siddhakarya ke 6 UMKM di Pontianak,detikNews,Des 2020,,"Kementerian Ketenagakerjaan (Kemnaker) memberikan anugerah Siddhakarya 2020 
kepada enam pelaku usaha di Kota Pontianak, Kalimantan Barat.",https://news.detik.com/berita/d-5278924/kemnaker-serahkan-anugerah-siddhakarya-ke-6-umkm-di-pontianak,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
UU Cipta Kerja Disebut Permudah Izin Usaha Pertanian sampai Energi,Detik Finance,Des 2020,,"Pemerintah menyebut Undang-undang (UU) Cipta Kerja bisa memberikan 
kemudahan untuk para pelaku usaha.",https://finance.detik.com/berita-ekonomi-bisnis/d-5278934/uu-cipta-kerja-disebut-permudah-izin-usaha-pertanian-sampai-energi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Pengusaha Sentil Buruh yang Suka Demo Ketimbang Berdialog,detikFinance,8 Nov 2020,,"Sektor ketenagakerjaan merupakan salah satu isu kontroversial di tahun 2020 
ini. Mulai dari sangkut pautnya dengan Undang-undang (UU) Cipta Kerja,...",https://finance.detik.com/berita-ekonomi-bisnis/d-5273602/pengusaha-sentil-buruh-yang-suka-demo-ketimbang-berdialog,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Di UU Cipta Kerja, UMKM Bisa Pinjam Duit Tanpa Jaminan",Detik Finance,4 Nov 2020,,"Usaha mikro kecil dan menengah (UMKM) mendapat kemudahan dalam akses 
pembiayaan lewat Undang-undang (UU) Cipta Kerja.",https://finance.detik.com/berita-ekonomi-bisnis/d-5268295/di-uu-cipta-kerja-umkm-bisa-pinjam-duit-tanpa-jaminan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Ada Pelatihan dan Kompetisi Buat UMKM, Cek di Sini",Detik Finance,1 Nov 2020,,"PT HM Sampoerna Tbk (Sampoerna) kembali mendorong produktivitas Usaha 
Mikro, Kecil, dan Menengah (UMKM) di tengah pandemi COVID-19.",https://finance.detik.com/berita-ekonomi-bisnis/d-5264100/ada-pelatihan-dan-kompetisi-buat-umkm-cek-di-sini,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Omnibus Law Cipta Kerja Dibahas di Sidang Majelis WTO,detikFinance,7 Des 2020,,"Undang-undang Cipta Kerja yang telah disahkan di-review oleh Organisasi 
Perdagangan Dunia atau Wold Trade Organization (WTO).",https://finance.detik.com/berita-ekonomi-bisnis/d-5299313/omnibus-law-cipta-kerja-dibahas-di-sidang-majelis-wto,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Kemnaker Serahkan Anugerah Siddhakarya ke 6 UMKM di Pontianak,detikNews,Des 2020,,"Kementerian Ketenagakerjaan (Kemnaker) memberikan anugerah Siddhakarya 2020 
kepada enam pelaku usaha di Kota Pontianak, Kalimantan Barat.",https://news.detik.com/berita/d-5278924/kemnaker-serahkan-anugerah-siddhakarya-ke-6-umkm-di-pontianak,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"UU Cipta Kerja, Resentralisasi, dan ""Executive Heavy""",detikNews,8 Nov 2020,,"Pasal-pasal UU Cipta Kerja berpotensi melemahkan desentralisasi dan otonomi 
yang dijamin oleh konstitusi melalui penumpukan kekuasaan secara terpusat.",https://news.detik.com/kolom/d-5259475/uu-cipta-kerja-resentralisasi-dan-executive-heavy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Jokowi: Omnibus Law UU Cipta Kerja Dukung UMKM dan Startup,detikInet,8 Nov 2020,,"Presiden Joko Widodo menyebutkan, Omnibus Law Undang-undang Cipta Kerja 
bisa mendukung UMKM dan startup yang akan mempercepat pertumbuhan ekonomi 
digital.",https://inet.detik.com/cyberlife/d-5259905/jokowi-omnibus-law-uu-cipta-kerja-dukung-umkm-dan-startup,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Jokowi Singgung UU Ciptaker di HUT NasDem, Soroti Perubahan dan Komunikasi",detikNews,1 Nov 2020,,"Presiden Joko Widodo (Jokowi) mengungkap alasan dibentuknya UU Cipta Kerja 
saat menyampaikan sambutan di HUT Ke-9 NasDem.",https://news.detik.com/berita/d-5250615/jokowi-singgung-uu-ciptaker-di-hut-nasdem-soroti-perubahan-dan-komunikasi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Bamsoet Sebut UU Cipta Kerja Beri Kemudahan dalam Bidang Usaha,detikNews,Nov 2020,,"Ketua MPR RI Bambang Soesatyo menekankan UU Cipta Kerja telah mengubah 
berbagai kerumitan dalam bidang usaha menjadi lebih mudah.",https://news.detik.com/berita/d-5237363/bamsoet-sebut-uu-cipta-kerja-beri-kemudahan-dalam-bidang-usaha,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
"Bertemu Jokowi, Forum Rektor Indonesia Siap Kaji UU Cipta Kerja",detikNews,1 Okt 2020,,"Ketua FRI Arif Satria bertemu Presiden Jokowi di Istana Merdeka. Arif 
mengaku siap mengkaji UU Cipta Kerja setelah mendapat salinan naskah UU 
Cipta Kerja.",https://news.detik.com/berita/d-5222454/bertemu-jokowi-forum-rektor-indonesia-siap-kaji-uu-cipta-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Investasi Asing Bukan Segalanya,detikNews,20 Okt 2020,,"UU Cipta Kerja disebut-sebut dapat meningkatkan foreign direct investment, 
menciptakan lebih banyak lapangan kerja, dan mengakselerasi pertumbuhan 
ekonomi.",https://news.detik.com/kolom/d-5220640/investasi-asing-bukan-segalanya,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Daftar Instruksi Mendes ke Kades untuk Antisipasi Bencana Desa,detikNews,9 Okt 2020,,"Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi menyurati 
kepala desa (kades) dan perangkatnya di seluruh Indonesia perihal 
antisipasi bencana...",https://news.detik.com/berita/d-5220167/daftar-instruksi-mendes-ke-kades-untuk-antisipasi-bencana-desa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Pemerintah Siapkan 35 PP-5 Perpres Tindak Lanjut Omnibus Law UU Cipta Kerja,detikNews,7 Okt 2020,,"Pemerintah masih bisa mengakomodasi aspirasi dari berbagai kalangan karena 
saat ini tengah menyusun aturan turunan dari omnibus law. Ada 35 PP dan 5...",https://news.detik.com/berita/d-5217355/pemerintah-siapkan-35-pp-5-perpres-tindak-lanjut-omnibus-law-uu-cipta-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Penyaluran Program Kementerian Dinilai Belum Tepat Sasaran di Desa,detikNews,7 Okt 2020,,"Mendes PDTT Abdul Halim Iskandar optimistis target tersebut dapat segera 
terwujud melalui Sustainable Development Goals (SDGs) atau Pembangunan...",https://news.detik.com/berita/d-5217876/penyaluran-program-kementerian-dinilai-belum-tepat-sasaran-di-desa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Keuntungan dan Kerugian Omnibus Law pada Sertifikasi Makanan Halal,detikFood,3 Okt 2020,,"Omnibus Law UU Cipta Kerja membahas berbagai hal salah satunya sertifikasi 
halal pada makanan. Berikut keuntungan dan kerugian Omnibus Law.",https://food.detik.com/info-kuliner/d-5211222/keuntungan-dan-kerugian-omnibus-law-pada-sertifikasi-makanan-halal,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Ini Isi Omnibus Law yang Ditolak Buruh dan Picu Demo Rusuh,detikNews,Okt 2020,,"Pemerintah baru saja mengesakan Undang-undang (UU) Omnibus Law pada Senin 
(5/10/2020) kemarin. Keputusan tersebut pun mengundang penolakan dari buruh 
hingga...",https://news.detik.com/berita/d-5206258/ini-isi-omnibus-law-yang-ditolak-buruh-dan-picu-demo-rusuh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
Bamsoet Dorong Kader Golkar Sosialisasi UU Cipta Kerja,detikNews,Okt 2020,,"Termasuk juga membantu mensosialisasikan RUU Cipta Kerja dan meluruskan 
berbagai berita yang tidak benar atau hoax terkait RUU Omnibus Law.",https://news.detik.com/berita/d-5205966/bamsoet-dorong-kader-golkar-sosialisasi-uu-cipta-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",detik
