title,media,date,datetime,desc,link,img,sumber
"Wow, 94,69 Persen Pelaku UMKM Alami Penurunan Penjualan, Sejak Pandemi Covid-19 - Desk Jabar",Desk Jabar,Nov 2020,,"DESKJABAR - Pandemi Covid-19 telah berdampak pada keberlangsungan pelaku 
usaha ultra mikro maupun Usaha Mikro, Kecil, dan Menengah (UMKM).",https://deskjabar.pikiran-rakyat.com/ekbis/pr-113902879/wow-9469-persen-pelaku-umkm-alami-penurunan-penjualan-sejak-pandemi-covid-19,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Cara Mudah Cek Penerima BPUM UMKM BRI, Tanpa Perlu Datang ke Bank - Jurnal Sumsel",Jurnal Sumsel,Nov 2020,,"JURNALSUMSEL.COM - Program Banpres Produktif Usaha Mikro (BPUM) Usaha 
Mikro, Kecil, dan Menengah sebesar Rp.2,4 juta telah diberikan.",https://jurnalsumsel.pikiran-rakyat.com/nasional/pr-74903948/cara-mudah-cek-penerima-bpum-umkm-bri-tanpa-perlu-datang-ke-bank,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"RESMI! Presiden RI Joko Widodo Tandantangani UU Cipta Kerja, Kabar Duka Bagi Pendemo Omnibus Law - Jurnal Sumsel",Jurnal Sumsel,Nov 2020,,"Omnibus UU Cipta Kerja kini sudah resmi ditandatangani Presiden Jokowi. UU 
Cipta Kerja mendapat nomor UU Nomor 11 Tahun 2020.",https://jurnalsumsel.pikiran-rakyat.com/nasional/pr-74903472/resmi-presiden-ri-joko-widodo-tandantangani-uu-cipta-kerja-kabar-duka-bagi-pendemo-omnibus-law,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
Hore! Ini Jadwal Subsidi Gaji Guru Honorer. Tak Lama Lagi - Portal Sulut,Portal Sulut,Nov 2020,,"PORTAL SULUT - Selain para karyawan, para guru honorer juga menanti bantuan 
langsung tunai (BLT) subsidi gaji. Ada kabar jika pencairan karyawan dan 
tenaga...",https://portalsulut.pikiran-rakyat.com/nasional/pr-85903681/hore-ini-jadwal-subsidi-gaji-guru-honorer-tak-lama-lagi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Besok, Sekitar 10.000 Buruh Akan Demo Lagi, Tolak Omnibus Law dan Tuntut Kenaikan Upah - Purwakarta News",Purwakarta News,Nov 2020,,"Dalam aksi demonstrasi besok buruh menuntut pemerintah untuk membatalkan 
penerapan Undang-Undang Omnibus Law Cipta Kerja.",https://purwakartanews.pikiran-rakyat.com/nasional/pr-110895677/besok-sekitar-10000-buruh-akan-demo-lagi-tolak-omnibus-law-dan-tuntut-kenaikan-upah,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Salut, Semua Paslon Pilkada Kabupaten Bandung Berdayakan UMKM Lokal dalam Produksi Atribut Kampanye - Jurnal Soreang",Jurnal Soreang,Nov 2020,,"Seluruh Kontestan Pilkada Kabupaten Bandung memberdayakan UMKM lokal dalam 
pengadaan atribut dan pernak-pernik kampanye mereka.",https://jurnalsoreang.pikiran-rakyat.com/bandung/pr-101896132/salut-semua-paslon-pilkada-kabupaten-bandung-berdayakan-umkm-lokal-dalam-produksi-atribut-kampanye,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"UU Cipta Kerja Dinilai Hanya Untungkan Investor Asing, BPKM: Melindungi UMKM Habis-habisan - Saba Cirebon",Pikiran Rakyat Cirebon,7 Okt 2020,,"UU Cipta Kerja telah dinilai hanya menguntungkan investor asing, BPKM 
langsung klarifikasi dan sebut ini melindungi UMKM habis-habisan.",https://cirebon.pikiran-rakyat.com/nasional/pr-04876780/uu-cipta-kerja-dinilai-hanya-untungkan-investor-asing-bpkm-melindungi-umkm-habis-habisan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
Segera Registrasi! STNK yang Mati Dua Tahun akan Diblokir - Pikiran Rakyat Bekasi,Pikiran Rakyat Bekasi,7 Okt 2020,,"Pemblokiran STNK ini merujuk pada Peraturan Kapolri Nomor 5 Tahun 2012 
tentang Registrasi dan Identifikasi Kendaraan Bermotor.",https://bekasi.pikiran-rakyat.com/otomotif/pr-12878364/segera-registrasi-stnk-yang-mati-dua-tahun-akan-diblokir,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Solusi PHK, DPR: UU Cipta Kerja Hadiah Terindah untuk Pelaku UMKM - Warta Pontianak",Warta Pontianak,7 Okt 2020,,"WARTA PONTIANAK - UU Cipta Kerja mendapatkan protes dan penolakan yang luar 
biasa dari masyarakat. Aksi keberatan UU itu membuat masyarakat dari 
kalangan...",https://wartapontianak.pikiran-rakyat.com/nasional/pr-117877805/solusi-phk-dpr-uu-cipta-kerja-hadiah-terindah-untuk-pelaku-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
Iqbal Wibisono Ajak Kader Partai Golkar Tetap Kerja Keras untuk Bangkit di saat Pandemi - Sinar Jateng,Sinar Jateng,6 Okt 2020,,"Ketua DPP Partai Golkar Iqbal Wibisono mengajak kader untuk bekerja keras 
meskipun dalam kondisi tidak normal akibat wabah Covid-19.",https://sinarjateng.pikiran-rakyat.com/pantura/pr-100874435/iqbal-wibisono-ajak-kader-partai-golkar-tetap-kerja-keras-untuk-bangkit-di-saat-pandemi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Kabar Baik, Buat Sertifikat Halal untuk UMKM Sekarang Gratis - Ringtimes Bali",Ringtimes Bali,5 Okt 2020,,"RINGTIMES BALI - Sertifikat Halal MUI adalah fatwa tertulis Majelis Ulama 
Indonesia yang menyatakan kehalalan suatu produk sesuai dengan syari'at 
Islam.",https://ringtimesbali.pikiran-rakyat.com/nasional/pr-28868661/kabar-baik-buat-sertifikat-halal-untuk-umkm-sekarang-gratis,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"5 Tips Jualan Online di Twitter bagi Pemula, Dijamin Kebanjiran Orderan - Potensi Bisnis",Potensi Bisnis,5 Okt 2020,,"POTENSI BISNIS - Twitter merupakan Satu diantara media sosial memiliki 
banyak pengguna, jika dilihat hal ini menjadi potensi pasar besar.",https://potensibisnis.pikiran-rakyat.com/tips-trik/pr-69869332/5-tips-jualan-online-di-twitter-bagi-pemula-dijamin-kebanjiran-orderan,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Pendaftaran BPUM UMKM Rp 2,4 Juta Masih Dibuka, Segera Daftar Sebelum Ditutup Karena Kuota Penuh - Berita DIY",Berita DIY,4 Okt 2020,,"Berita DIY - Pemerintah melalui Kementerian Koperasi dan UKM (Kemenkop UKM) 
membuka pendaftaran gelombang kedua bantuan BLT BPUM UMKM senilai Rp 2,4 
juta...",https://beritadiy.pikiran-rakyat.com/ekonomi/pr-70865456/pendaftaran-bpum-umkm-rp-24-juta-masih-dibuka-segera-daftar-sebelum-ditutup-karena-kuota-penuh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Ini Lo, Cara Membuat Surat Keterangan Usaha (SKU ) untuk Daftar Banpres UMKM atau BPUM Rp 2,4 Juta - Warta Lombok",Warta Lombok,3 Okt 2020,,"Surat Keterangan Usaha (SKU) merupakan salah satu syarat berkas atau 
dokumen yang wajib dilampirkan saat mendaftar Bantuan Presiden.",https://wartalombok.pikiran-rakyat.com/ekonomi/pr-107861347/ini-lo-cara-membuat-surat-keterangan-usaha-sku-untuk-daftar-banpres-umkm-atau-bpum-rp-24-juta,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
Cek Fakta: Kementerian Koperasi dan UKM Dikabarkan Buka Formulir Online Bantuan Presiden untuk UMKM - Pikiran Rakyat Bekasi,Pikiran Rakyat Bekasi,1 Okt 2020,,"Kemenkop UKM memberikan fakta terkait pesan berantai BANPRES produktif 
untuk UMKM yang tersebar di media sosial.",https://bekasi.pikiran-rakyat.com/cek-fakta/pr-12855067/cek-fakta-kementerian-koperasi-dan-ukm-dikabarkan-buka-formulir-online-bantuan-presiden-untuk-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Cara Membuat NIB dan IUMK Melalui oss.go.id, Begini Caranya - Media Blitar",Media Blitar,1 Okt 2020,,"NIB (Nomor Ijin Berusaha) merupakan identitas pelaku usaha dalam 
menjalankan usaha dan/atau kegiatannya.",https://mediablitar.pikiran-rakyat.com/nasional/pr-32856635/cara-membuat-nib-dan-iumk-melalui-ossgoid-begini-caranya,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Jadwal Acara TV di Trans 7 Hari Ini, Rabu 20 Oktober 2020, Jangan Lewatkan Mata Najwa - Cerdik Indonesia",Cerdik Indonesia,1 Okt 2020,,"CerdikIndonesia - Di tengah arus komunikasi dan informasi yang semakin 
berkembang, berbagai stasiun televisi tanah air pun berusaha menyajikan...",https://cerdikindonesia.pikiran-rakyat.com/edukasi/pr-86854765/jadwal-acara-tv-di-trans-7-hari-ini-rabu-20-oktober-2020-jangan-lewatkan-mata-najwa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Kesulitan Cek Penerima BLT BPUM UKM? Coba Klik Link Ini, Lengkap Dengan Panduannya - Jendela Cianjur",Jendela Cianjur,1 Okt 2020,,"PR CIANJUR - Bantuan BLT BPUM UKM tahap pertama sudah mencapai hampir 100 
persen dengan total dana yang disalurkan Rp21,861 triliun atau setara 
dengan 99,41...",https://cianjur.pikiran-rakyat.com/nasional/pr-05855479/kesulitan-cek-penerima-blt-bpum-ukm-coba-klik-link-ini-lengkap-dengan-panduannya,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Penerima BLT UMKM Bisa Cek Online BPUM di Sini, Tinggal Klik Tak Perlu ke Bank BRI - Jendela Cianjur",Jendela Cianjur,1 Okt 2020,,"PR CIANJUR - Banpres Produktif Usaha Mikro, yang dikenal dengan sebutan BLT 
UMKM Rp2,4 juta, telah diperpanjang programnya hingga akhir Bulan November 
2020.",https://cianjur.pikiran-rakyat.com/nasional/pr-05855390/penerima-blt-umkm-bisa-cek-online-bpum-di-sini-tinggal-klik-tak-perlu-ke-bank-bri,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
Cek Fakta: Benarkah Pendaftaran Penerima BPUM atau BLT UMKM Tahap 3 Dilakukan Secara Online? - Bandung Raya,PR Bandung Raya,1 Okt 2020,,"PR BANDUNGRAYA - Telah beredar formulir online yang meminta data pribadi 
lengkap, dengan iming-iming bantuan usaha darurat dari pemerintahan pusat 
bagi...",https://prbandungraya.pikiran-rakyat.com/cek-fakta/pr-26855205/cek-fakta-benarkah-pendaftaran-penerima-bpum-atau-blt-umkm-tahap-3-dilakukan-secara-online,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Cara Membuat Surat Keterangan Usaha (SKU) Agar Dapat Bantuan BLT Banpres UMKM atau BPUM Rp 2,4 Juta - Klik Seleb",Klik Seleb,20 Okt 2020,,"Klikseleb.com– Bantuan Presiden (Banpres) UMKM atau BPUM Rp 2,4 juta sudah 
dicairkan. Hal ini tentu amat ditunggu oleh pemilik usaha.",https://klikseleb.pikiran-rakyat.com/others/pr-95852242/cara-membuat-surat-keterangan-usaha-sku-agar-dapat-bantuan-blt-banpres-umkm-atau-bpum-rp-24-juta,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Cara Daftar Banpres BLT UMKM Rp2,4 Juta Paling Mudah - Lingkar Madiun",Lingkar Madiun,20 Okt 2020,,"LINGKAR MADIUN - Pemerintah memberi Bantuan Langsung Tunai (BLT) total BLT 
yang akan diterima sebanyak Rp2,4 juta oleh pelaku UMKM. Sebetulnya, cara 
daftar...",https://lingkarmadiun.pikiran-rakyat.com/nasional/pr-66853205/cara-daftar-banpres-blt-umkm-rp24-juta-paling-mudah,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Hari Ini Buruh Demo Lagi ke Gedung Sate Kota Bandung, Ini Jalur yang Dilintasi - PRFM News",PRFM News,20 Okt 2020,,"Sejumlah elemen buruh akan kembali turun ke jalan dan menggelar aksi demo 
penolakan UU Cipta Kerja hari ini di Kota Bandung.",https://prfmnews.pikiran-rakyat.com/bandung-raya/pr-13850588/hari-ini-buruh-demo-lagi-ke-gedung-sate-kota-bandung-ini-jalur-yang-dilintasi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Ingin Cek Penerima BLT UMKM Rp2,4 Juta via BRI? Berikut Linknya - PRFM News",PRFM News,20 Okt 2020,,"PRFMNEWS - Penerima bantuan langsung tunai (BLT) UMKM sebesar Rp2,4 juta 
akan mendapatkan pemberitahuan via SMS dari Bank penyalur.",https://prfmnews.pikiran-rakyat.com/nasional/pr-13853495/ingin-cek-penerima-blt-umkm-rp24-juta-via-bri-berikut-linknya,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Apresiasi UU Cipta Kerja, Aprisindo Sebut Omnibus Law Lahir karena Obesitas Aturan Izin Dunia Usaha - Pikiran Rakyat Depok",Pikiran Rakyat Depok,9 Okt 2020,,"Direktur Eksekutif Aprisindo, Firman Bakri mengapresiasi adanya kemudahan 
birokrasi dalam UU Cipta Kerja.",https://depok.pikiran-rakyat.com/ekonomi/pr-09848981/apresiasi-uu-cipta-kerja-aprisindo-sebut-omnibus-law-lahir-karena-obesitas-aturan-izin-dunia-usaha,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Harus Diusulkan Dinas dan Koperasi, Ini Cara Dapat Usulan Banpres Produktif UMKM Rp 2,4 Juta - Berita DIY",Berita DIY,9 Okt 2020,,"Berita DIY - Bantuan Presiden (Banpres) Produktif UMKM senilai Rp 2,4 juta 
diberikan pemerintah melalui Kementerian Koperasi dan UKM (Kemenkop UKM) 
Republik...",https://beritadiy.pikiran-rakyat.com/ekonomi/pr-70849047/harus-diusulkan-dinas-dan-koperasi-ini-cara-dapat-usulan-banpres-produktif-umkm-rp-24-juta,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Cara Daftar BLT UMKM Online via Depkop.go.id, DapatkanBantuan Rp2,4 Juta Dibuka Sampai November 2020 - Kabar Lumajang",Kabar Lumajang,9 Okt 2020,,"Cara daftar BLT UMKM secara online lebih mudah melalui laman Depkop.go.id 
dapatkan bantuan langsung tunai Rp2,4 juta. Dibuka hingga November.",https://kabarlumajang.pikiran-rakyat.com/nasional/pr-42849036/cara-daftar-blt-umkm-online-via-depkopgoid-dapatkanbantuan-rp24-juta-dibuka-sampai-november-2020,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Persyaratan dan Cara Dapat BLT BPUM UMKM, Langsung Cair di BRI, BNI, dan Bank Syariah Mandiri - Potensi Bisnis",Potensi Bisnis,9 Okt 2020,,"POTENSIBISNIS - Presiden Joko Widodo meluncurkan program Bantuan Langsung 
Tunai (BLT) berupa Bantuan Presiden Usaha Mikro (BPUM).",https://potensibisnis.pikiran-rakyat.com/news/pr-69850033/persyaratan-dan-cara-dapat-blt-bpum-umkm-langsung-cair-di-bri-bni-dan-bank-syariah-mandiri,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Tetap Produktif di Tengah Pandemi, Kemenparekraf Ajak Pelaku UMKM Belajar Fotografi dan Disain - Desk Jabar",Desk Jabar,8 Okt 2020,,"DESKJABAR - Kementerian Pariwisata dan Ekonomi Kreatif/Badan Pariwisata dan 
Ekonomi Kreatif mengajak lebih banyak masyarakat untuk belajar fotografi 
dan...",https://deskjabar.pikiran-rakyat.com/ekbis/pr-113845039/tetap-produktif-di-tengah-pandemi-kemenparekraf-ajak-pelaku-umkm-belajar-fotografi-dan-disain,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Berikut Link Pendaftaran BLT UMKM Rp2,4 Juta Kabupaten Bandung yang Diperpanjang - PRFM News",PRFM News,8 Okt 2020,,"PRFMNEWS - Kementerian Koperasi dan Usaha Kecil dan Menengah (KUKM) 
memperpanjang program bantuan Bagi Pelaku Usaha Mikro (BPUM) atau bantuan 
langsung tunai...",https://prfmnews.pikiran-rakyat.com/bandung-raya/pr-13846163/berikut-link-pendaftaran-blt-umkm-rp24-juta-kabupaten-bandung-yang-diperpanjang,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Tidak Bisa Daftar Online, Ini Cara dan Syarat UMKM di Kota Cimahi untuk Dapatkan BLT Rp2,4 Juta - PRFM News",PRFM News,8 Okt 2020,,"PRFMNEWS – Sesuai dengan surat Kementerian Koperasi dan Usaha Kecil 
Menengah (KUKM) pedaftaran bantuan sosial presiden (bansos) berupa uang 
tunai sejumlah...",https://prfmnews.pikiran-rakyat.com/bandung-raya/pr-13844231/tidak-bisa-daftar-online-ini-cara-dan-syarat-umkm-di-kota-cimahi-untuk-dapatkan-blt-rp24-juta,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
Kemenkop UKM Bersama KOPINDO Dorong Millenial untuk Hadapi Ekonomi Digital - Potensi Bisnis,Potensi Bisnis,8 Okt 2020,,"Kementerian Koperasi dan UKM (Kemenkop UKM) bersama Koperasi Pemuda 
Indonesia (Kopindo) menggelar pelatihan tentang perkoperasian.",https://potensibisnis.pikiran-rakyat.com/news/pr-69843365/kemenkop-ukm-bersama-kopindo-dorong-millenial-untuk-hadapi-ekonomi-digital,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Bantu Anak Yatim dan Duafa Terdampak Covid-19 di Bekasi, KKP Berikan Produk Ikan Olahan UMKM - Pikiran Rakyat Bekasi",Pikiran Rakyat Bekasi,8 Okt 2020,,"PR BEKASI – Melalui Safari Gerakan Memasyarakatkan Makan Ikan (Gemarikan), 
Kementerian Kelautan dan Perikanan (KKP) memberikan bantuan bagi anak yatim 
dan...",https://bekasi.pikiran-rakyat.com/lokal-bekasi/pr-12845902/bantu-anak-yatim-dan-duafa-terdampak-covid-19-di-bekasi-kkp-berikan-produk-ikan-olahan-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"UU Cipta Kerja Disahkan, Sofyan Djalil 'Bongkar' 5 Klaster Tata Ruang dalam Penyusunan PP - Pikiran Rakyat Bekasi",Pikiran Rakyat Bekasi,7 Okt 2020,,"Menteri ATR/BPN Soyfan Djalil menyebut ada lima hal yang akan diperhatikan 
pada penyusunan PP turunan dari omnibus law UU Cipta Kerja.",https://bekasi.pikiran-rakyat.com/properti/pr-12841162/uu-cipta-kerja-disahkan-sofyan-djalil-bongkar-5-klaster-tata-ruang-dalam-penyusunan-pp,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Tak Hanya Dapat Kritikan, UU Ciptaker Tuai Banyak Pujian, Salah Satunya Rampingkan Mafia Birokrasi - Saba Cirebon",Pikiran Rakyat Cirebon,7 Okt 2020,,"Tak hanya mendapatkan kritikan, UU Cipta Kerja juga tuai pujian dari 
beberapa pihak, salah satunya oleh tokoh senior politik.",https://cirebon.pikiran-rakyat.com/nasional/pr-04841550/tak-hanya-dapat-kritikan-uu-ciptaker-tuai-banyak-pujian-salah-satunya-rampingkan-mafia-birokrasi,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
Hoaks Atau Fakta: Benarkah Mahasiswa Tertembak Saat Demo UU Cipta Kerja? - Pikiran Rakyat Tasikmalaya,Pikiran Rakyat Tasikmalaya,7 Okt 2020,,"Dikabarkan seorang mahasiswa tertembak saat demonstrasi penolakan atas 
pengesahan Undang-undang Cipta Kerja (Ciptaker).",https://tasikmalaya.pikiran-rakyat.com/cek-fakta/pr-06842044/hoaks-atau-fakta-benarkah-mahasiswa-tertembak-saat-demo-uu-cipta-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
Tujuh Produk UMKM Kota Bandung Tembus Ke Selandia Baru - Desk Jabar,Desk Jabar,7 Okt 2020,,"Produk UMKM kota bandung berhasil menembus pasar internasional. sudah tiga 
negara yang sudah menjadi pasar produk kota bandung.",https://deskjabar.pikiran-rakyat.com/ekbis/pr-113842030/tujuh-produk-umkm-kota-bandung-tembus-ke-selandia-baru,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Tegas Tolak UU Cipta Kerja Omnibus Law, KSBSI: Kita Sudah Siapkan Uji Materi ke MK - Pikiran Rakyat Bekasi",Pikiran Rakyat Bekasi,7 Okt 2020,,"KSBSI mengklaim telah menyiapkan uji materi ke Mahkamah Konstitusi untuk 
menuntut kepentingan mereka yang tidak diakomodir.",https://bekasi.pikiran-rakyat.com/nasional/pr-12840584/tegas-tolak-uu-cipta-kerja-omnibus-law-ksbsi-kita-sudah-siapkan-uji-materi-ke-mk,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Masih Berlanjut, Pekan Depan BEM SI Akan Kembali Gelar Aksi Damai Tolak UU Cipta Kerja - Saba Cirebon",Pikiran Rakyat Cirebon,7 Okt 2020,,"BEM SI akan kembali menggelar aksi tolak UU Cupta Kerja dengan aksi damai 
pada pekan depan karena pada demo kemarin presiden tidak turun.",https://cirebon.pikiran-rakyat.com/nasional/pr-04841137/masih-berlanjut-pekan-depan-bem-si-akan-kembali-gelar-aksi-damai-tolak-uu-cipta-kerja,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Berikut Link Pendaftaran BLT UMKM Rp2,4 Juta Kabupaten Bandung Tahap 3 yang Dibuka Sampai November - PRFM News",PRFM News,7 Okt 2020,,"PRFMNEWS – Pemerintah melalui Kementerian Koperasi dan Usaha Kecil dan 
Menengah (KUKM) memperpanjang Program Bantuan Bagi Pelaku Usaha Mikro 
(BPUM) sampai...",https://prfmnews.pikiran-rakyat.com/bandung-raya/pr-13841978/berikut-link-pendaftaran-blt-umkm-rp24-juta-kabupaten-bandung-tahap-3-yang-dibuka-sampai-november,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"16 Oktober 2020 Diperingati Sebagai Hari Parlemen Indonesia, Ini Sejarahnya - Jendela Cianjur",Jendela Cianjur,6 Okt 2020,,"Sebelum menyandang nama Dewan Perwakilan Rakyat (DPR) ternyata memiliki 
nama lain di masa dahulu.",https://cianjur.pikiran-rakyat.com/nasional/pr-05837935/16-oktober-2020-diperingati-sebagai-hari-parlemen-indonesia-ini-sejarahnya,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Hari Pangan Sedunia, Ketua Tani Center: Orang Lupa Bahwa Petani Perlu Tanah untuk Bisa Hidup - Pikiran Rakyat Bekasi",Pikiran Rakyat Bekasi,6 Okt 2020,,"PR BEKASI - Hari Pangan Sedunia tahun 2020 menyerukan solidaritas global 
untuk membantu semua populasi. Terutama yang paling rentan, untuk pulih 
dari krisis...",https://bekasi.pikiran-rakyat.com/nasional/pr-12838770/hari-pangan-sedunia-ketua-tani-center-orang-lupa-bahwa-petani-perlu-tanah-untuk-bisa-hidup,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
Pemerintah Ajak Perguruan Tinggi Rancang Desain Pengembangan Startup UMKM - PRFM News,PRFM News,6 Okt 2020,,"PRFMENWS - Menteri Koperasi dan UKM, Teten Masduki, mengatakan saat ini 
banyak pelaku UMKM terpuruk akibat pandemi Covid-19.",https://prfmnews.pikiran-rakyat.com/nasional/pr-13839818/pemerintah-ajak-perguruan-tinggi-rancang-desain-pengembangan-startup-umkm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Pikiran-rakyat
"Soft Opening Stasiun Matraman, Menhub Budi Ingin Tenant Diisi Produk UMKM | merdeka.com",Merdeka.com,minggu lalu,,"Menteri Perhubungan Budi Karya Sumadi menghadiri Soft Opening Pengoperasian 
Stasiun Matraman. Dia meminta Stasiun Matraman bisa diisi oleh 
tenant-tenant...",https://www.merdeka.com/uang/soft-opening-stasiun-matraman-menhub-budi-ingin-tenant-diisi-produk-umkm.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",merdeka
